customer_id,full_name,email,phone,date_of_birth,kyc_status,account_status,risk_score,account_age_days,country,city,state,pin_code,income_band,device_fingerprint,registered_devices,preferred_payment,typical_transaction_amount,typical_merchant_categories,is_politically_exposed,account_open_date,last_login_date,failed_login_count,is_synthetic_fraud_customer,fraud_type
CUST_21730308,Zachary Johnson,amandastewart@example.org,+918627135980,1982-01-03,VERIFIED,UNDER_REVIEW,0.04838293137369253,1805,IN,Kochi,Kerala,946305,LOW,6133002c-e540-42,5944b698-dc2|ebc6c8ef-cc0,BNPL,904.46,GROCERY|HEALTHCARE|ENTERTAINMENT,False,2021-06-08,2026-05-01,2,False,
CUST_9AA65F05,Yakshit Ahluwalia,jay84@example.com,+917169726681,2003-05-04,VERIFIED,ACTIVE,0.011219229856666431,1909,IN,Surat,Gujarat,820892,HIGH,da803eef-c67a-4a,3900c594-bde|30b89d60-077,BNPL,13312.01,LUXURY_GOODS|TELECOM|MONEY_TRANSFER,False,2021-02-24,2026-05-15,4,True,VELOCITY_ABUSE
CUST_A433ECB7,Azad Ben,urvibassi@example.org,+916693989311,1996-04-20,VERIFIED,ACTIVE,0.04442492785701166,190,IN,Delhi,Delhi,678478,HIGH,6e0176f8-1f75-4f,85b4e96a-605|bc5b59d9-4b2,BNPL,34688.54,ENTERTAINMENT|LUXURY_GOODS|GROCERY,False,2025-11-09,2026-05-14,0,False,
CUST_8D5F2359,Yakshit Varty,psoman@example.com,+917845919895,1975-07-01,PENDING,ACTIVE,0.1616795291968882,1936,IN,Bangalore,Karnataka,934794,HIGH,1004acb5-051c-43,459db854-137,UPI,83790.31,EDUCATION|ELECTRONICS|HEALTHCARE,False,2021-01-28,2026-04-30,0,False,
CUST_C92BC32A,Joan Ross,mjordan@example.org,+919713453204,1969-05-19,PENDING,ACTIVE,0.2999689902580745,725,IN,Hyderabad,Telangana,938742,HIGH,ced81b77-f0d1-47,0f76f837-e7c,CREDIT_CARD,62824.83,ENTERTAINMENT|GROCERY|FUEL,False,2024-05-23,2026-05-14,2,False,
CUST_D798D971,Katrina Walker,wallen@example.com,+919381747775,1969-06-15,PENDING,ACTIVE,0.18960388256844055,1603,IN,Lucknow,UP,593554,HIGH,bc142892-0332-42,c6122fab-5b1,CREDIT_CARD,81453.43,CRYPTO_EXCHANGE|ENTERTAINMENT|MONEY_TRANSFER,False,2021-12-27,2026-05-10,1,False,
CUST_83BE757D,Tammy Perez,kotharifaiyaz@example.com,+919321412630,1971-07-12,PENDING,ACTIVE,0.2594547583334149,1681,IN,Surat,Gujarat,772642,LOW,8d5f0456-bd05-47,2fa12f0a-38f,WALLET,426.6,UTILITY|HEALTHCARE|ENTERTAINMENT,False,2021-10-10,2026-05-08,8,True,CARD_NOT_PRESENT
CUST_0CA2A37B,Khushi Din,ahana-28@example.com,+916465585404,2003-04-29,VERIFIED,ACTIVE,0.0,1924,IN,Lucknow,UP,557592,HIGH,8bd64184-45a2-44,e020db04-a47,WALLET,58897.79,ELECTRONICS|CRYPTO_EXCHANGE|TRAVEL,False,2021-02-09,2026-05-10,0,False,
CUST_7191FF11,Katherine Clark,vaibhavdeo@example.net,+917564319318,1976-03-06,VERIFIED,ACTIVE,0.1224512153724017,91,IN,Jaipur,Rajasthan,796503,LOW,91595b17-830b-4d,beb14c5a-851,DEBIT_CARD,1099.98,HEALTHCARE|TELECOM|ENTERTAINMENT,False,2026-02-16,2026-04-25,0,False,
CUST_AB064CC9,Gatik Deo,nranganathan@example.org,+917805803262,1960-02-03,VERIFIED,ACTIVE,0.0,1039,IN,Surat,Gujarat,282480,MEDIUM,d6e52ea6-209e-4e,767904ba-2af,WALLET,4787.0,TRAVEL|CRYPTO_EXCHANGE|LUXURY_GOODS,False,2023-07-14,2026-05-14,0,False,
CUST_C572C19C,Andre Newton,himmat11@example.net,+918901796894,1979-12-24,VERIFIED,ACTIVE,0.05716350338198526,588,IN,Surat,Gujarat,596171,HIGH,2af525b4-4b04-4a,600550ed-0fc|b83c7a78-3c4,BNPL,33580.42,ONLINE_GAMING|HEALTHCARE|RESTAURANT,False,2024-10-07,2026-05-04,1,False,
CUST_56FD6560,Shaan Setty,dmeyer@example.net,+919464161270,1973-01-25,VERIFIED,ACTIVE,0.03703150382610743,1360,IN,Amritsar,Punjab,598216,MEDIUM,59eba218-6e0d-4c,7145a039-057|a46363c6-ae4,WALLET,11391.5,FUEL|MONEY_TRANSFER|CRYPTO_EXCHANGE,False,2022-08-27,2026-04-27,10,True,CARD_NOT_PRESENT
CUST_F7BA7D00,Lavanya Borah,pdada@example.net,+919343290201,1989-05-12,VERIFIED,ACTIVE,0.005728239460175213,1472,IN,Pune,Maharashtra,284430,MEDIUM,6a6fde96-6576-49,ffa1b2fd-6ed,BNPL,10012.84,FASHION|GROCERY|LUXURY_GOODS,False,2022-05-07,2026-05-18,0,False,
CUST_C5718E0A,Sana Ahuja,maharajgatik@example.com,+918631321682,1967-08-11,VERIFIED,ACTIVE,0.04106459326293987,935,IN,Hyderabad,Telangana,674485,MEDIUM,f473c7a5-768a-46,66662670-e29|06a59d27-345,NETBANKING,8604.42,ONLINE_GAMING|EDUCATION|ENTERTAINMENT,False,2023-10-26,2026-05-08,1,False,
CUST_2C9B97CD,Ira Rege,zcarney@example.com,+917179387055,1987-11-28,PENDING,ACTIVE,0.16689735136713382,531,IN,Nagpur,Maharashtra,848206,HIGH,b68d7800-9b0b-45,31e3541e-2a2,DEBIT_CARD,78212.13,MONEY_TRANSFER|JEWELRY|ONLINE_GAMING,False,2024-12-03,2026-05-03,1,False,
CUST_51B3630F,Ross Sanders,colestanley@example.org,+917421124738,1967-12-24,VERIFIED,ACTIVE,0.0,284,IN,Bangalore,Karnataka,540552,MEDIUM,35a316e8-96a9-47,cd3db196-a91|4751dd5c-f3b,NETBANKING,3602.32,GROCERY|ENTERTAINMENT|UTILITY,False,2025-08-07,2026-05-05,2,False,
CUST_C9E5E23E,Benjamin Mcdonald,wintersdonald@example.com,+918096929657,1956-03-25,VERIFIED,ACTIVE,0.017184250893394985,977,IN,Chandigarh,Punjab,557007,MEDIUM,5fde75b2-4a40-4e,58f9ac4e-c98|f487cc01-601,NETBANKING,12875.0,GROCERY|CRYPTO_EXCHANGE|ONLINE_GAMING,False,2023-09-14,2026-04-18,10,True,AML_STRUCTURING
CUST_84E62260,Justin Wheeler,yrussell@example.com,+918542160120,1974-09-29,VERIFIED,ACTIVE,0.07070212083691306,1484,IN,Chandigarh,Punjab,242291,MEDIUM,fcf769a1-cce7-40,7179fe77-11c|32a78408-66c,NETBANKING,9522.73,ONLINE_GAMING|GROCERY|JEWELRY,False,2022-04-25,2026-05-18,1,False,
CUST_B4A259D2,Samuel Kirby,ymall@example.com,+917083497965,1997-09-02,VERIFIED,ACTIVE,0.012157404888971641,434,IN,Lucknow,UP,593152,MEDIUM,d9b76fe1-611f-4e,62660bc6-df9|3c05a676-fa9,UPI,4534.72,RESTAURANT|ONLINE_GAMING|ELECTRONICS,False,2025-03-10,2026-04-18,2,False,
CUST_6B883910,Carla Morgan,janice46@example.org,+918668616333,1990-12-27,FAILED,ACTIVE,0.6022024772361068,1600,IN,Bangalore,Karnataka,691364,LOW,016a0065-e314-49,ebbe2e73-86a,CREDIT_CARD,532.2,FASHION|EDUCATION|JEWELRY,False,2021-12-30,2026-04-22,1,False,
CUST_22C6031C,Briana Warren,crosbyjason@example.net,+916464280597,1992-03-18,VERIFIED,ACTIVE,0.053009639544441836,1241,IN,Kolkata,West Bengal,427110,MEDIUM,6317ec42-1648-48,ddac6419-bc9|4e533481-62d,WALLET,12379.87,UTILITY|CRYPTO_EXCHANGE|EDUCATION,False,2022-12-24,2026-04-18,0,False,
CUST_539C0C41,Lakshay Buch,rheadalia@example.com,+919419769846,1978-06-12,VERIFIED,UNDER_REVIEW,0.00940285845006429,1213,IN,Bangalore,Karnataka,549186,MEDIUM,0439d7b3-1193-46,c5c77664-bd2,BNPL,11700.97,EDUCATION|RESTAURANT|LUXURY_GOODS,False,2023-01-21,2026-04-21,10,True,VELOCITY_ABUSE
CUST_9C27CC4A,Karen Graves,andre78@example.net,+919037867512,1985-03-23,PENDING,ACTIVE,0.4547889673930012,26,IN,Lucknow,UP,284692,HIGH,4e0c5227-6b2f-47,6055fb58-26f|65cba40f-8e9,BNPL,96157.18,LUXURY_GOODS|TRAVEL|UTILITY,False,2026-04-22,2026-04-28,2,False,
CUST_B59DA267,Rhea Kamdar,zacharybartlett@example.net,+917197987692,2008-05-13,VERIFIED,SUSPENDED,0.0021547791627213194,953,IN,Jammu,J&K,739979,MEDIUM,567bf8b4-be11-48,901d57ce-a85,BNPL,12849.84,UTILITY|ONLINE_GAMING|GROCERY,False,2023-10-08,2026-04-22,1,False,
CUST_37B2FE35,Jhanvi Gulati,prishachadha@example.com,+918387104291,1958-08-03,VERIFIED,ACTIVE,0.05585763795656637,373,IN,Lucknow,UP,300337,MEDIUM,683d8f50-cdf1-41,54e4c266-e87|81505167-2b7,UPI,4555.05,MONEY_TRANSFER|EDUCATION|CRYPTO_EXCHANGE,False,2025-05-10,2026-04-29,1,False,
CUST_574F647C,Janice Berry,gardehazel@example.org,+917736889606,2005-06-11,VERIFIED,ACTIVE,0.0,1415,IN,Ahmedabad,Gujarat,596249,MEDIUM,278ac389-c5e5-4f,6fc1d1ec-117,WALLET,750.03,EDUCATION|CRYPTO_EXCHANGE|TELECOM,False,2022-07-03,2026-05-09,2,False,
CUST_E180C3EA,Victoria Miles,anahitatiwari@example.com,+919190649866,1951-12-20,VERIFIED,ACTIVE,0.11192733557194717,721,IN,Lucknow,UP,899213,LOW,0f79ac13-8108-48,855cb53b-698,BNPL,285.28,ONLINE_GAMING|ELECTRONICS|FASHION,False,2024-05-27,2026-05-12,7,True,CARD_NOT_PRESENT
CUST_0CD9EBD6,Thomas Perry,tsundaram@example.net,+917272368870,2006-07-26,VERIFIED,ACTIVE,0.0036206932042453874,1484,IN,Jaipur,Rajasthan,660081,HIGH,35c6875b-00f3-47,b9cee0b9-9d3,CREDIT_CARD,98090.04,LUXURY_GOODS|GROCERY|FASHION,False,2022-04-25,2026-04-22,2,False,
CUST_EF12509A,Eshani Kumer,sehgaljiya@example.net,+918016044512,1968-08-16,PENDING,ACTIVE,0.20762480351763601,1429,IN,Surat,Gujarat,457256,MEDIUM,d50c113d-6744-42,899037f5-3be|be5fc8f1-e6d,CREDIT_CARD,1987.52,RESTAURANT|JEWELRY|ENTERTAINMENT,False,2022-06-19,2026-05-18,1,False,
CUST_6740FE3B,Ehsaan Bahri,egara@example.org,+919483828685,1958-12-16,VERIFIED,ACTIVE,0.0,1684,IN,Hyderabad,Telangana,224205,MEDIUM,d0f7aa5d-8922-41,4331d54e-5ed,WALLET,10453.54,ENTERTAINMENT|TRAVEL|FASHION,False,2021-10-07,2026-05-14,2,False,
CUST_CE6549DA,Madison Sweeney,zoya09@example.net,+918442244963,1998-08-15,VERIFIED,ACTIVE,0.15067441867988876,1589,IN,Ahmedabad,Gujarat,739244,MEDIUM,c624e16b-a2a3-42,17d2195b-de3|8e4434ac-e3c,BNPL,12972.42,ELECTRONICS|UTILITY|TELECOM,False,2022-01-10,2026-05-05,2,False,
CUST_4DF24DD0,Scott Nolan,kairaroy@example.net,+918960826470,1963-04-19,VERIFIED,ACTIVE,0.040699136935028975,542,IN,Pune,Maharashtra,841296,LOW,bda27d3e-711e-49,24ee51de-a50|52e23d25-426|21a85070-d6f|588bcba8-306,DEBIT_CARD,196.38,FASHION|RESTAURANT|HEALTHCARE,False,2024-11-22,2026-05-18,3,True,AML_STRUCTURING
CUST_472B2AFE,Rebecca Caldwell,jacobssandra@example.net,+918781569954,1972-10-27,PENDING,ACTIVE,0.2350701141483436,1614,IN,Jaipur,Rajasthan,378535,MEDIUM,d2d12f32-e73b-41,c623feaf-882,CREDIT_CARD,3368.38,FUEL|GROCERY|TELECOM,False,2021-12-16,2026-05-15,1,False,
CUST_B9173AEF,Peter Thompson,ryanmorris@example.net,+917880160025,2000-04-20,VERIFIED,ACTIVE,0.05152361787546256,900,IN,Surat,Gujarat,437978,MEDIUM,7c10ba70-918b-42,d1fd2ff0-d6d|bc75f494-1a8,WALLET,14168.81,LUXURY_GOODS|GROCERY|RESTAURANT,False,2023-11-30,2026-05-02,0,False,
CUST_0FC22423,Laurie Mann,romilthaker@example.net,+919934502656,1976-02-02,VERIFIED,ACTIVE,0.06318098759783118,1567,IN,Mumbai,Maharashtra,713762,LOW,5760c2b6-e1ca-47,cd2a9c61-240|900ddc53-921,NETBANKING,1524.72,TELECOM|RESTAURANT|MONEY_TRANSFER,False,2022-02-01,2026-05-03,1,False,
CUST_47E9FE06,Madhup Lata,ojaskumer@example.org,+918845774616,1978-09-27,VERIFIED,SUSPENDED,0.07457421171924303,683,IN,Bhopal,MP,576919,LOW,792c6457-cd35-45,37b785cb-47a|edd0cdb7-b41,UPI,852.71,HEALTHCARE|JEWELRY|ONLINE_GAMING,False,2024-07-04,2026-05-03,0,False,
CUST_FDA3AD05,Stephanie Richard,seherbhatti@example.net,+918226680251,1995-06-17,VERIFIED,ACTIVE,0.0,1772,IN,Chandigarh,Punjab,893188,ULTRA_HIGH,3997fae1-970c-4c,34355149-74c|bc115649-713,NETBANKING,275870.86,FASHION|UTILITY|GROCERY,False,2021-07-11,2026-05-05,3,True,ACCOUNT_TAKEOVER
CUST_C9538E8A,Onkar Char,tsweeney@example.org,+919048494026,1953-09-15,VERIFIED,ACTIVE,0.0,1125,IN,Jaipur,Rajasthan,197736,LOW,10783823-58fa-4f,63be9e50-5b0,CREDIT_CARD,995.19,ELECTRONICS|MONEY_TRANSFER|RESTAURANT,False,2023-04-19,2026-05-18,2,False,
CUST_3087DD0C,Inaaya  Rout,clong@example.org,+917046816259,1971-07-07,PENDING,ACTIVE,0.23009554518094197,1021,IN,Chennai,Tamil Nadu,251668,LOW,125a6ac6-4ad2-4a,c6746d58-ffb|348deb1b-cdd,NETBANKING,860.21,CRYPTO_EXCHANGE|FASHION|TRAVEL,False,2023-08-01,2026-05-03,2,False,
CUST_8B8CF1AB,Denise Marks,wilsonmitchell@example.net,+919524233168,1960-05-09,VERIFIED,ACTIVE,0.0,1770,IN,Chennai,Tamil Nadu,708093,HIGH,21943b87-2f69-4f,3dfdc8a1-5da|35edc839-8c8,BNPL,35307.77,TELECOM|ENTERTAINMENT|FUEL,False,2021-07-13,2026-04-23,1,False,
CUST_B5FFCE80,Badal Sehgal,loyalalia@example.com,+918995732958,1969-04-25,VERIFIED,ACTIVE,0.0,707,IN,Jammu,J&K,501574,HIGH,6c934889-73fe-40,2f4516c3-504,CREDIT_CARD,93419.52,ENTERTAINMENT|GROCERY|ONLINE_GAMING,False,2024-06-10,2026-04-21,2,False,
CUST_F386DEA0,Shari Price,qperry@example.org,+916158998032,1959-10-30,PENDING,ACTIVE,0.2438542941798899,1445,IN,Jammu,J&K,205239,MEDIUM,7ffe025f-c4a5-49,0c8b8b7e-d77|178e98cf-a42|1a9eb840-921|eaefe312-dfd,NETBANKING,11989.71,ELECTRONICS|LUXURY_GOODS|MONEY_TRANSFER,False,2022-06-03,2026-04-28,0,True,SYNTHETIC_IDENTITY
CUST_35DA7BFB,Hridaan Bhatt,marisamckenzie@example.org,+918676878743,1991-03-11,PENDING,ACTIVE,0.1902996511332856,840,IN,Chennai,Tamil Nadu,781403,ULTRA_HIGH,a047b521-2e32-43,e856dbd6-328|26198f1c-cb2,UPI,392947.39,HEALTHCARE|ENTERTAINMENT|TELECOM,False,2024-01-29,2026-05-10,2,False,
CUST_5196B2DE,Himmat Bal,munoznicholas@example.net,+917008330525,2007-11-15,VERIFIED,ACTIVE,0.1517857149055778,1955,IN,Chandigarh,Punjab,883041,MEDIUM,a6928d27-d5fe-42,30690777-a08,UPI,13149.55,ENTERTAINMENT|RESTAURANT|UTILITY,False,2021-01-09,2026-05-17,2,False,
CUST_7BD094C5,Aniruddh Hora,mortonglenn@example.org,+917539588337,1977-05-17,VERIFIED,ACTIVE,0.0,909,IN,Hyderabad,Telangana,252640,LOW,74b01538-6052-43,19bf4f2b-8bb|f3f9a6ec-a61,CREDIT_CARD,682.53,ENTERTAINMENT|TRAVEL|HEALTHCARE,False,2023-11-21,2026-05-17,0,False,
CUST_296EE0DA,Azad Sarma,yhawkins@example.com,+916997241761,1975-07-26,VERIFIED,ACTIVE,0.0,359,IN,Kolkata,West Bengal,109853,HIGH,8fa32dc9-c325-43,ef76e870-47c,NETBANKING,25601.32,TRAVEL|HEALTHCARE|LUXURY_GOODS,False,2025-05-24,2026-04-19,0,False,
CUST_A7C928C6,Emir Biswas,nsura@example.net,+919630552730,1996-05-13,PENDING,ACTIVE,0.23838135065097343,905,IN,Bangalore,Karnataka,503380,ULTRA_HIGH,eb95e20e-5739-41,c81375c8-184|88cf074c-473|04bdbf72-f72|1d2b1cdf-b3b,NETBANKING,481394.25,ELECTRONICS|TELECOM|CRYPTO_EXCHANGE,False,2023-11-25,2026-04-26,9,True,CARD_NOT_PRESENT
CUST_6219EED2,Mishti Kamdar,davidgomez@example.net,+916034780500,2006-10-12,VERIFIED,ACTIVE,0.0,1178,IN,Kochi,Kerala,151426,MEDIUM,464f17dc-fa5d-40,a9b25ba3-d36|3cdd042a-16f,WALLET,12535.54,TELECOM|ENTERTAINMENT|JEWELRY,False,2023-02-25,2026-05-06,0,False,
CUST_47BDBF47,Amanda Long,pmosley@example.org,+918698305085,1974-08-21,VERIFIED,ACTIVE,0.0,449,IN,Kochi,Kerala,757937,MEDIUM,2f83ce76-1691-48,d3cc1ccd-293,BNPL,10953.46,RESTAURANT|JEWELRY|UTILITY,False,2025-02-23,2026-04-27,1,False,
CUST_C377FBBA,Jessica Alexander,mcclainjohn@example.net,+916862407093,1983-01-26,VERIFIED,ACTIVE,0.0,1187,IN,Delhi,Delhi,656639,LOW,bfbef8f6-ed4d-48,a5aaff78-03c,WALLET,687.1,LUXURY_GOODS|ENTERTAINMENT|FUEL,False,2023-02-16,2026-05-05,1,False,
CUST_E89C80FC,Ira Baral,srinivasprisha@example.com,+916604546780,1976-11-17,PENDING,ACTIVE,0.16731327552977357,1982,IN,Jammu,J&K,336574,MEDIUM,0d810505-fbba-4a,700a2d02-717,BNPL,2169.96,UTILITY|ENTERTAINMENT|TELECOM,False,2020-12-13,2026-04-18,2,False,
CUST_7077492A,Shannon Vincent MD,michaeljones@example.org,+919532255403,1977-07-09,PENDING,ACTIVE,0.19819120312544633,185,IN,Kochi,Kerala,594379,LOW,db8398bb-17a0-4a,d5dedd0b-656|152dd0b1-864|68c05ba6-82a|b9f70063-464,UPI,936.83,HEALTHCARE|FASHION|TRAVEL,False,2025-11-14,2026-04-27,3,True,CARD_NOT_PRESENT
CUST_C80F8FF1,Ishita Raval,pmanda@example.com,+916159824875,1999-11-28,PENDING,ACTIVE,0.25415704154642715,1302,IN,Bangalore,Karnataka,616554,HIGH,d339f1c1-d6ab-4a,0c3c4b2e-3ff,UPI,42012.99,ELECTRONICS|TELECOM|LUXURY_GOODS,False,2022-10-24,2026-05-14,0,False,
CUST_9043805A,Hiran Bhagat,denniskelly@example.com,+919802823261,1953-09-29,VERIFIED,ACTIVE,0.047105917418619574,930,IN,Chandigarh,Punjab,527940,HIGH,7b78c5ab-c713-4f,79e22457-b1d,DEBIT_CARD,54938.86,RESTAURANT|EDUCATION|ONLINE_GAMING,False,2023-10-31,2026-04-30,0,False,
CUST_58B135ED,Jennifer Bowman,sakshamlall@example.net,+916260060661,1990-07-16,FAILED,ACTIVE,0.5337839875490217,911,IN,Nagpur,Maharashtra,299028,HIGH,5664dd67-f8d6-4b,90f23c48-ae9|556925c2-5b1,UPI,69196.67,FASHION|RESTAURANT|HEALTHCARE,False,2023-11-19,2026-05-01,0,False,
CUST_8B73BF22,Mark Wade,jordanamy@example.com,+918518496186,1960-11-30,PENDING,ACTIVE,0.28048758946265984,104,IN,Mumbai,Maharashtra,254721,LOW,87aa12bb-2cc9-41,02a8d4c7-d0f,WALLET,1150.93,GROCERY|JEWELRY|ENTERTAINMENT,False,2026-02-03,2026-05-16,0,False,
CUST_38AD88D3,Jennifer Hoffman,garciamichael@example.com,+918529104043,1974-08-01,VERIFIED,ACTIVE,0.017409255004722908,1107,IN,Chennai,Tamil Nadu,282710,LOW,e3815750-5e38-4c,2f904ebf-741|e5ff8f1e-474,DEBIT_CARD,100.27,RESTAURANT|FUEL|EDUCATION,False,2023-05-07,2026-05-18,6,True,CARD_NOT_PRESENT
